TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,COLUMN_KEY
if_dt_tienda_aux,objetivo_normal,float,NULL,
if_dt_tienda_aux,objetivo_premium,float,NULL,
if_dt_tienda_aux,pais,varchar,50,
if_dt_tienda_aux,semana,int,NULL,
if_dt_tienda_aux,storeManager,int,NULL,
if_dt_tienda_aux,tickets3Cs,int,NULL,
if_dt_tienda_aux,ticketsDevolucionACN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionAIN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionCBN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionCCN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionCTN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionFdN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionFKN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionNRN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionPRN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionSvN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionTLN0,int,NULL,
if_dt_tienda_aux,ticketsDevolucionTLN1,int,NULL,
if_dt_tienda_aux,ticketsDevolucionTLN3,int,NULL,
if_dt_tienda_aux,ticketsDevolucionVp0,int,NULL,
if_dt_tienda_aux,ticketsVentaACN0,int,NULL,
if_dt_tienda_aux,ticketsVentaAIN0,int,NULL,
if_dt_tienda_aux,ticketsVentaCBN0,int,NULL,
if_dt_tienda_aux,ticketsVentaCCN0,int,NULL,
if_dt_tienda_aux,ticketsVentaCTN0,int,NULL,
if_dt_tienda_aux,ticketsVentaFdN0,int,NULL,
if_dt_tienda_aux,ticketsVentaFKN0,int,NULL,
if_dt_tienda_aux,ticketsVentaNRN0,int,NULL,
if_dt_tienda_aux,ticketsVentaPRN0,int,NULL,
if_dt_tienda_aux,ticketsVentaSvN0,int,NULL,
if_dt_tienda_aux,ticketsVentaTLN0,int,NULL,
if_dt_tienda_aux,ticketsVentaTLN1,int,NULL,
if_dt_tienda_aux,ticketsVentaTLN3,int,NULL,
if_dt_tienda_aux,ticketsVentaVp0,int,NULL,
if_dt_tienda_aux,traficoN0,int,NULL,
if_dt_tienda_aux,traficoN1,int,NULL,
if_dt_tienda_aux,traficoN3,int,NULL,
if_dt_tienda_aux,unidadesDevolucionACN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionAIN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionCBN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionCCN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionCTN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionFdN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionFKN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionNRN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionPRN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionSvN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionTLN0,int,NULL,
if_dt_tienda_aux,unidadesDevolucionTLN1,int,NULL,
if_dt_tienda_aux,unidadesDevolucionTLN3,int,NULL,
if_dt_tienda_aux,unidadesDevolucionVp0,int,NULL,
if_dt_tienda_aux,unidadesVentaACN0,int,NULL,
if_dt_tienda_aux,unidadesVentaAIN0,int,NULL,
if_dt_tienda_aux,unidadesVentaCBN0,int,NULL,
if_dt_tienda_aux,unidadesVentaCCN0,int,NULL,
if_dt_tienda_aux,unidadesVentaCTN0,int,NULL,
if_dt_tienda_aux,unidadesVentaFdN0,int,NULL,
if_dt_tienda_aux,unidadesVentaFKN0,int,NULL,
if_dt_tienda_aux,unidadesVentaNRN0,int,NULL,
if_dt_tienda_aux,unidadesVentaPRN0,int,NULL,
if_dt_tienda_aux,unidadesVentaSvN0,int,NULL,
if_dt_tienda_aux,unidadesVentaTLN0,int,NULL,
if_dt_tienda_aux,unidadesVentaTLN1,int,NULL,
if_dt_tienda_aux,unidadesVentaTLN3,int,NULL,
if_dt_tienda_aux,unidadesVentaVp0,int,NULL,
if_dt_tienda_aux,updated_at,timestamp,NULL,
if_dt_tipo_cambio,moneda,varchar,5,MUL
if_dt_tipo_cambio,id_if_dt_tipo_cambio,int,NULL,PRI
if_dt_tipo_cambio,created_at,timestamp,NULL,
if_dt_tipo_cambio,descripcion,varchar,200,
if_dt_tipo_cambio,estado,int,NULL,
if_dt_tipo_cambio,fecha,date,NULL,
if_dt_tipo_cambio,orden,int,NULL,
if_dt_tipo_cambio,updated_at,timestamp,NULL,
if_dt_tipo_cambio,valor_euro,float,NULL,
if_estructura_tiendas,codigo_departamento,varchar,150,UNI
if_estructura_tiendas,id_if_estructura_tiendas,int,NULL,PRI
if_estructura_tiendas,coordinador,varchar,150,
if_estructura_tiendas,created_at,timestamp,NULL,
if_estructura_tiendas,modified_at,timestamp,NULL,
if_estructura_tiendas,pais,varchar,150,
if_estructura_tiendas,supervisor,varchar,150,
if_familias,id_if_familias,int,NULL,PRI
if_familias,clave,int,NULL,
if_familias,created_at,timestamp,NULL,
if_familias,espaniol,text,65535,
if_familias,frances,text,65535,
if_familias,ingles,text,65535,
if_familias,italiano,text,65535,
if_familias,modified_at,timestamp,NULL,
if_familias,polaco,text,65535,
if_familias,portugues,text,65535,
if_familias,rumano,text,65535,
if_horas_contrato,if_horas_contrato,int,NULL,PRI
if_horas_contrato,created_at,timestamp,NULL,
if_horas_contrato,dni,varchar,50,
if_horas_contrato,fecha,date,NULL,
if_horas_contrato,horas,float,NULL,
if_horas_contrato,horas_baja,float,NULL,
if_horas_contrato,modified_at,timestamp,NULL,
if_horas_contrato,tienda,int,NULL,
if_horas_contrato,trab,varchar,50,
if_inf_happydonia,id_if_inf_happydonia,int,NULL,PRI
if_inf_happydonia,apellidos,varchar,100,
if_inf_happydonia,codigo_trabajador,varchar,100,
if_inf_happydonia,created_at,timestamp,NULL,
if_inf_happydonia,dni_recruiter,varchar,100,
if_inf_happydonia,dni_trabajador,varchar,100,
if_inf_happydonia,fecha_antiguo,varchar,100,
if_inf_happydonia,fecha_baja,varchar,100,
if_inf_happydonia,fecha_fin_contrato,varchar,100,
if_inf_happydonia,fecha_ingreso,varchar,100,
if_inf_happydonia,fecha_nacimiento,varchar,100,
if_inf_happydonia,jornada_laboral,varchar,100,
if_inf_happydonia,mail,varchar,100,
if_inf_happydonia,motivo_baja,varchar,100,
if_inf_happydonia,nombre,varchar,100,
if_inf_happydonia,nombre_centro,varchar,100,
if_inf_happydonia,numero_centro,varchar,100,
if_inf_happydonia,puesto_trabajo,varchar,100,
if_inf_happydonia,sexo,varchar,100,
if_inf_happydonia,telefono,varchar,100,
if_inf_happydonia,telefono_emergencia,varchar,100,
if_inf_happydonia,tipo_contrato,varchar,100,
if_lismi_perso,dni,varchar,50,MUL
if_lismi_perso,id_if_lismi_perso,int,NULL,PRI
if_lismi_perso,created_at,timestamp,NULL,
if_lismi_perso,modified_at,timestamp,NULL,
if_lismi_perso,observacion,varchar,50,
if_listado_maestro_lcdlc,codigo_departamento,int,NULL,UNI
if_listado_maestro_lcdlc,id_if_listado_maestro_lcdlc,int,NULL,PRI
if_listado_maestro_lcdlc,codigo_postal,varchar,50,
if_listado_maestro_lcdlc,comunidad_autonoma,varchar,50,
if_listado_maestro_lcdlc,created_at,timestamp,NULL,
if_listado_maestro_lcdlc,direccion,varchar,100,
if_listado_maestro_lcdlc,fecha_apertura,date,NULL,
if_listado_maestro_lcdlc,fecha_rfid,varchar,50,
if_listado_maestro_lcdlc,geo_ccaa,varchar,50,
if_listado_maestro_lcdlc,geo_provincia,varchar,50,
if_listado_maestro_lcdlc,latitud,float,NULL,
if_listado_maestro_lcdlc,localidad,varchar,50,
if_listado_maestro_lcdlc,longitud,float,NULL,
if_listado_maestro_lcdlc,modified_at,timestamp,NULL,
if_listado_maestro_lcdlc,nombre_departamento,varchar,50,
if_listado_maestro_lcdlc,pais,varchar,50,
if_listado_maestro_lcdlc,provincia,varchar,50,
if_listado_maestro_lcdlc,rfid,varchar,50,
if_listado_maestro_lcdlc,tipo_ubicacion,varchar,50,
if_marcas,id_if_marcas,int,NULL,PRI
if_marcas,clave,int,NULL,
if_marcas,created_at,timestamp,NULL,
if_marcas,espaniol,text,65535,
if_marcas,frances,text,65535,
if_marcas,ingles,text,65535,
if_marcas,italiano,text,65535,
if_marcas,modified_at,timestamp,NULL,
if_marcas,polaco,text,65535,
if_marcas,portugues,text,65535,
if_marcas,rumano,text,65535,
if_mistery,codigo_departamento,int,NULL,MUL
if_mistery,id_if_mistery,int,NULL,PRI
if_mistery,anio,int,NULL,
if_mistery,created_at,timestamp,NULL,
if_mistery,modified_at,timestamp,NULL,
if_mistery,nmes,int,NULL,
if_mistery,nota,decimal,NULL,
if_mistery,nsemana,int,NULL,
if_porcentual_carcasas,id_if_porcentual_carcasas,int,NULL,PRI
if_porcentual_carcasas,cluster,varchar,50,
if_porcentual_carcasas,cluster_a,int,NULL,
if_porcentual_carcasas,cluster_b,int,NULL,
if_porcentual_carcasas,cluster_c,int,NULL,
if_porcentual_carcasas,codigo_articulo,varchar,50,
if_porcentual_carcasas,codigoColor,varchar,50,
if_porcentual_carcasas,color_articulo,varchar,50,
if_porcentual_carcasas,created_at,timestamp,NULL,
if_porcentual_carcasas,modified_at,timestamp,NULL,
if_porcentual_carcasas,pais,varchar,50,
if_porcentual_carcasas,stock_seguridad,int,NULL,
if_porcentual_carcasas,supertienda,int,NULL,
if_porcentual_carcasas,unidades,int,NULL,
if_secciones,id_if_secciones,int,NULL,PRI
if_secciones,clave,int,NULL,
if_secciones,created_at,timestamp,NULL,
if_secciones,espaniol,text,65535,
if_secciones,frances,text,65535,
if_secciones,ingles,text,65535,
if_secciones,italiano,text,65535,
if_secciones,modified_at,timestamp,NULL,
if_secciones,polaco,text,65535,
if_secciones,portugues,text,65535,
if_secciones,rumano,text,65535,
if_subsecciones,id_if_subsecciones,int,NULL,PRI
if_subsecciones,created_at,timestamp,NULL,
if_subsecciones,espaniol,text,65535,
if_subsecciones,frances,text,65535,
if_subsecciones,ingles,text,65535,
if_subsecciones,italiano,text,65535,
if_subsecciones,modified_at,timestamp,NULL,
if_subsecciones,polaco,text,65535,
if_subsecciones,portugues,text,65535,
if_subsecciones,rumano,text,65535,
im_produccion_diaria,id_produccion,int,NULL,PRI
im_produccion_diaria,color_C,tinyint,NULL,
im_produccion_diaria,color_CL_1,tinyint,NULL,
im_produccion_diaria,color_CL_2,tinyint,NULL,
im_produccion_diaria,color_K,tinyint,NULL,
im_produccion_diaria,color_M,tinyint,NULL,
im_produccion_diaria,color_W_1,tinyint,NULL,
im_produccion_diaria,color_W_2,tinyint,NULL,
im_produccion_diaria,color_Y,tinyint,NULL,
im_produccion_diaria,consumible,tinyint,NULL,
im_produccion_diaria,fecha_produccion,date,NULL,
im_produccion_diaria,id_usuario,int,NULL,
im_produccion_diaria,maquina,varchar,100,
im_produccion_diaria,observaciones,text,65535,
im_produccion_diaria,produccion,int,NULL,
im_produccion_semana,semana,varchar,2,MUL
im_produccion_semana,id_im_produccion_semana,int,NULL,PRI
im_produccion_semana,anio,varchar,4,
im_produccion_semana,created_at,timestamp,NULL,
im_produccion_semana,media_produccion,float,NULL,
im_produccion_semana,merma_almacen,int,NULL,
im_produccion_semana,merma_online,int,NULL,
im_produccion_semana,merma_tiendas,int,NULL,
im_produccion_semana,pais,varchar,50,
im_produccion_semana,tinta_amarilla,int,NULL,
im_produccion_semana,tinta_blanca,int,NULL,
im_produccion_semana,tinta_clear,int,NULL,
im_produccion_semana,tinta_cyan,int,NULL,
im_produccion_semana,tinta_flushing,int,NULL,
im_produccion_semana,tinta_magenta,int,NULL,
im_produccion_semana,tinta_negra,int,NULL,
im_produccion_semana,unidades_alexia,int,NULL,
im_produccion_semana,unidades_app,int,NULL,
im_produccion_semana,unidades_carmen,int,NULL,
im_produccion_semana,unidades_ceci,int,NULL,
im_produccion_semana,unidades_diseno,int,NULL,
im_produccion_semana,unidades_disney,int,NULL,
im_produccion_semana,unidades_novedades,int,NULL,
im_produccion_semana,unidades_persoweb,int,NULL,
im_produccion_semana,unidades_pulido,int,NULL,
im_produccion_semana,unidades_siliconadibujo,int,NULL,
im_produccion_semana,unidades_sinsin,int,NULL,
im_produccion_semana,unidades_tiendas,int,NULL,
im_produccion_semana,unidades_varios,int,NULL,
im_produccion_semana,unidades_web,int,NULL,
im_produccion_semana,updated_at,timestamp,NULL,
im_produccion_semana,usuario_creador,int,NULL,
inf_empresas,id,int,NULL,PRI
inf_empresas,activo,tinyint,NULL,
inf_empresas,created_at,timestamp,NULL,
inf_empresas,nombre,varchar,50,
inf_empresas,update_at,timestamp,NULL,
inf_motivos_retrasos,id,int,NULL,PRI
inf_motivos_retrasos,activo,tinyint,NULL,
inf_motivos_retrasos,created_at,timestamp,NULL,
inf_motivos_retrasos,cuenta_motivo,tinyint,NULL,
inf_motivos_retrasos,descripcion,varchar,50,
inf_motivos_retrasos,update_at,timestamp,NULL,
inf_rentabilidad,id_empresa,int,NULL,MUL
inf_rentabilidad,id_tipo,int,NULL,MUL
inf_rentabilidad,id,int,NULL,PRI
inf_rentabilidad,activo,tinyint,NULL,
inf_rentabilidad,anio,year,NULL,
inf_rentabilidad,created_at,timestamp,NULL,
inf_rentabilidad,dia,smallint,NULL,
inf_rentabilidad,dia_semanal,tinyint,NULL,
inf_rentabilidad,estado_registro,enum,20,
inf_rentabilidad,fecha,date,NULL,
inf_rentabilidad,hora,time,NULL,
inf_rentabilidad,hora_informe,time,NULL,
inf_rentabilidad,id_motivo,int,NULL,
inf_rentabilidad,id_usuario,int,NULL,
inf_rentabilidad,mes,smallint,NULL,
inf_rentabilidad,observaciones_motivo,text,65535,
inf_rentabilidad,semana,smallint,NULL,
inf_rentabilidad,tiempo_diferencia,time,NULL,
inf_rentabilidad,update_at,timestamp,NULL,
inf_tipo_informe,id_empresa,int,NULL,MUL
inf_tipo_informe,id,int,NULL,PRI
inf_tipo_informe,activo,tinyint,NULL,
inf_tipo_informe,created_at,timestamp,NULL,
inf_tipo_informe,dia_semana,varchar,50,
inf_tipo_informe,hora,time,NULL,
inf_tipo_informe,periodo_informe,enum,9,
inf_tipo_informe,tipo,varchar,50,
inf_tipo_informe,update_at,timestamp,NULL,
ma_aperturas,tipo_orden,int,NULL,MUL
ma_aperturas,id_ma_aperturas,int,NULL,PRI
ma_aperturas,activo,tinyint,NULL,
ma_aperturas,color,char,5,
ma_aperturas,id_grupo,int,NULL,
ma_aperturas,subtipo_orden,int,NULL,
ma_aperturas,unidades_esp_gra,tinyint,NULL,
ma_aperturas,unidades_esp_peq,tinyint,NULL,
ma_aperturas,unidades_ita_gra,tinyint,NULL,
ma_aperturas,unidades_ita_peq,tinyint,NULL,
ma_articulos_dependencias,codigo_articulo,varchar,13,MUL
ma_articulos_dependencias,id_ma_articulos_dependencias,int,NULL,PRI
ma_articulos_dependencias,color_articulo,varchar,5,
ma_articulos_dependencias,fecha_creacion,timestamp,NULL,
ma_articulos_dependencias,fecha_modificacion,timestamp,NULL,
ma_articulos_dependencias,ma_marcas_dispositivos,varchar,25,
ma_cantidad_apertura,id_ma_cantidad_apertura,int,NULL,PRI
ma_cantidad_apertura,activo,int,NULL,
ma_cantidad_apertura,color,int,NULL,
ma_cantidad_apertura,fecha_creacion,timestamp,NULL,
ma_cantidad_apertura,fecha_modificacion,timestamp,NULL,
ma_cantidad_apertura,id_ma_articulo,int,NULL,
ma_cantidad_apertura,tipo_orden,int,NULL,
